Stellar Object ID;Galactic Component (1=thin disc, 2=thick disc, 3=halo);Effective Temperature (Kelvin);Age (log10 of age in years);Luminosity (log10 of luminosity in watts);Mass (mass in MSun [mass of sun])
118;3;5115.112600121562;7.558960148812335;38.10594649771153;659.2670368160549
119;3;9335.21658487737;7.478972240703991;38.49779142152643;524.6643017546261
120;1;9274.309637298848;7.290136737421557;25.412659692093982;519.5072622940983
121;2;5349.070330957797;8.811815192495501;15.80128238083837;740.1916687048249
122;2;9981.899559863992;8.086554900557273;22.460660500596088;966.1769138871698
123;1;4024.5991263374717;8.864494085824074;22.38969415432281;633.681325947274
124;2;5291.01642208735;8.364047480794667;25.584907344330038;232.71789675856922
125;1;7654.473104348434;8.407211631315315;24.323880811674286;512.2524338011469
126;1;5285.203400856442;7.80158344793217;38.558953444458794;667.4361075896202
127;2;8147.4077342021355;8.956005371700897;31.912418380090124;182.1547463731021
128;1;5441.494233216218;8.022461983779928;20.571039189800665;368.48906055723023
129;1;9268.13897967566;7.034281070098518;33.26402442518989;242.48930382073385
130;3;5924.323443783473;8.988457019893431;17.56417947454555;247.48250369968167
131;2;9551.867501018616;7.273790240354606;28.943491028983253;702.3556254793721
132;3;9797.368272901183;8.658933512061479;25.782619910070053;242.59869559000006
133;1;5764.308762685721;8.644011161765688;30.211055617483485;722.828397902457
134;1;6141.897930328034;8.864074305935256;27.906844711835305;488.8398935958716
135;1;6796.949876977214;8.376228163844218;31.78664271550061;731.7622674817433
136;2;5016.577468428234;7.078469005014851;31.16055463522722;40.74664267275717
137;1;3766.8311121118522;8.414940470620504;26.53821446234637;395.3201541129555
138;1;6457.128638114507;7.784355000043551;28.775643865752954;793.8005160436846
139;2;6409.139839993382;8.071853595174199;18.24110695618927;752.1644810886335
140;3;6470.478810825745;8.553100517804227;16.075111174343117;878.2489061760871
141;1;6998.040981913713;7.716121483148135;30.063283298057225;571.814490934201
142;1;6620.117367951265;8.874705152564319;39.026227633942355;128.99185759819903
143;2;6442.257687619407;8.212724604500213;30.252194123669074;736.880905668658
144;2;9447.109498441834;8.767054487237967;15.624384867811353;339.61882617336744
145;1;5022.943645201354;8.968599275961738;16.28873546719225;177.08907681091023
146;2;8372.911672080441;7.794138337493858;17.057235852586228;955.0110260872785
147;3;8188.881698493617;7.9153346767028925;22.666260611366553;47.49549370938543
148;3;7822.213746845058;8.876128626903245;35.48885511084421;384.41483319015646
149;2;5594.692230411151;7.596835342971906;34.407526781612134;661.8791931541482
150;2;4333.036579202942;7.443843647351222;30.72059739830768;882.3330177644319
151;2;7650.243382579249;8.858686056593502;22.966888400294227;982.935440042995
152;2;4904.435942551432;7.372363656125987;18.091587460124735;988.7668975870093
153;3;8287.902355445844;8.761905338855701;39.44427721414415;952.6257620963663
154;1;9107.827172483516;8.068929402168171;33.48227748659673;422.9913631450208
155;1;9382.546468956596;7.951352475991376;39.08506464574823;323.16891906009437
156;2;7468.772195649588;8.552976529924706;28.163775205280107;577.9092151875338
157;2;8895.933001442398;8.994150321516775;34.31969262498423;793.8969835533825
158;2;6018.714931790245;8.498797012179761;25.32292242085466;54.993177276112704
159;1;8841.349900541309;8.038999821369162;20.592896638184904;297.2198989685301
160;2;5115.100732481996;7.262690306863743;30.592335485668798;302.3626087786636
161;3;6166.616121953066;8.833922650097104;15.514604252666231;397.01627449179534
162;3;7826.132167046539;8.847740033812448;26.94346073304868;218.27312693786342
163;2;7065.000164292145;8.75206804127106;34.72668229204467;611.8550792815619
164;3;4869.522521298901;8.25701990535155;26.595605565109047;307.36383775875277
165;1;4286.068662645588;7.246371897897367;18.474656016035897;617.5508581462518
166;2;4719.101421553955;8.266405344023704;23.532794836523998;572.807205591271
167;1;7366.4412437112305;7.678017369793072;18.532045194337705;477.5489766402816
168;1;5081.552030778347;7.820635918198852;28.309506901629483;502.7239231257711
169;2;5179.9120422654705;7.956632576743046;22.101307933176056;352.0784811786681
170;1;7448.33496941779;7.128041169045835;29.127069701757698;254.18405511884637
171;1;9854.687673306482;8.99721657792964;39.312154044769194;419.77778734939903
172;1;6922.134669623664;7.210812411268554;31.042290875966188;596.9597740701848
173;2;7690.428905305701;7.337011372320361;23.12602354618472;100.06307867469364
174;2;8536.38468614536;7.382925200628192;25.39317432948141;830.1632897080316
175;2;6980.134099814479;7.642541505839331;28.797950394362257;756.4260731741516
176;1;6750.331795015834;8.168322621126357;20.75364638637934;404.8767001997952
177;3;3876.943031855156;7.995210561178246;34.04509335705742;283.93379951316024
178;1;3835.4320160111506;8.721683571378328;16.482656119659985;74.90168416553473
179;3;5136.154015270907;7.941504224408105;38.44490174163492;55.083291580237024
180;2;5465.057630168489;7.271950417553317;25.470430792748825;646.9581990466696
181;1;6733.2083125422705;8.748581099623552;26.52081166148939;481.19158342639753
182;1;4377.297756164169;7.323894651495447;23.203013790140332;861.8289180225463
183;1;5509.839970026267;8.446289649476105;16.198668392900927;108.1106701592361
184;3;7478.302455262622;7.710441698959354;38.19977566316369;240.0444243993182
185;2;9004.48991655064;7.409752345505318;39.99642385931121;892.247941289303
186;2;9442.189536407657;7.821234157380612;15.361605216583008;106.41125030285619
187;3;5462.36459134215;8.397014533202302;18.00298844247362;364.19998075741796
188;1;7731.932736452496;8.734208079514808;19.424955322085033;830.1589502341078
189;2;3833.669142725579;8.11845227866967;24.12312732220778;14.520031272109046
190;3;7953.35818716621;8.252827457854318;26.711974871454416;31.299581676504495
191;3;4086.114917650496;7.24079389737817;23.190699497459978;569.5169816322887
192;2;9121.27301606875;8.541031812819837;34.05120035088207;455.03209938466534
193;2;4568.401204845935;7.406136180921403;25.581542654666546;134.65212438865174
194;2;5982.0639110433995;7.9654213975585595;35.78727553741731;449.63052754685805
195;1;7476.594804868902;7.496597921425453;33.039873284104864;921.3781374051089
196;2;3974.73061050805;7.0559759353345735;25.17134776085449;824.1405911756041
197;3;9617.339799433603;7.448737113674594;37.26501412842775;582.5838296044989
198;3;4077.0240789428117;8.176140426803514;23.453018274945578;864.2276242973094
199;2;4833.684044915124;8.607740353240132;31.09492728526677;539.0591296766574
200;2;4720.678714773483;8.086432220651714;39.14602135249747;430.18951904778123
201;3;9432.59934885075;7.243370172899559;20.830640612038483;543.1471257800824
202;1;8275.954775684206;7.872449929486389;21.49233260894153;671.6843698206443
203;2;9072.607040633548;8.796495631541777;24.265961084364392;207.68963542292747
204;2;8478.583965399033;8.939223880360434;23.03584976038507;643.664050865432
205;1;6540.127184814894;8.709560036686977;20.405065680017557;744.7708390511973
206;2;6026.580587040303;7.668167806658062;26.32035573128332;937.1929111563079
207;2;9181.078788070681;7.230348748880413;39.83653989684154;118.99296304868815
208;3;5271.744899175549;8.30335839945105;15.800001230300031;16.61204518186087
209;3;5923.4554533599985;7.132365242207066;19.400763935684257;511.86508849683116
210;1;9512.952788043332;8.021276735683536;20.4267111886357;836.624220658013
211;1;4294.359655386748;7.885746577239306;28.37889672331606;940.7348845446818
212;1;8190.002422020006;7.875644827465287;26.774019482721016;781.6098768748568
213;2;7327.463381930969;8.400800236550976;24.482420800990013;858.4615248183618
214;2;7310.271708270364;8.212362240312094;33.83402701868618;514.7297154784443
215;1;9805.516475168446;7.483016756408661;18.545948564775344;29.16467143644222
216;2;7589.087299145624;8.159216624373304;20.667437734859124;357.4345730268748
217;3;8830.230059597106;8.146516763184303;16.423151055434296;791.4137117519015
218;2;8907.303104460665;7.578135629307883;24.84978511266479;631.2156921358863
219;1;8194.32204816447;8.316789920083128;18.572870659888565;147.21938803005332
220;2;3798.255781719115;8.001199625799075;29.033592256141638;945.2537001276527
221;2;7138.565397306322;8.170640280433403;28.17010914264674;869.2116484288572
222;3;7487.704279672193;8.161840839060947;38.46712439373454;499.7560190837892
223;2;8734.385909521345;7.334940163402781;28.9788199708904;248.45650439856922
224;3;3815.6791282027934;7.960311645473927;24.261356327011736;784.1505233944348
225;1;3828.2369665482784;7.413263517287495;26.774689506371647;324.33462426824775
226;2;6508.404744227239;7.526432283456791;30.052694864553395;4.940851286750496
227;3;3625.4792921585845;7.70373984438946;16.296529687734164;85.12459133749837
228;3;6993.766508575799;8.855418867440948;34.169570981585395;716.4736653619208
229;1;9577.359738087573;7.389571070076835;23.118971449948848;894.6560052248302
230;3;3959.569709656342;8.861248099182975;34.71063091415337;395.8575051470832
231;2;7613.842438032065;7.735725622223505;26.013299307985307;650.6860931623378
232;2;7032.4156870714605;8.380313597350915;34.71561888102234;869.9082403516165
233;1;4016.450216568158;8.16845056108945;38.19243403459225;856.7191000408106
234;2;6640.539341127048;7.744986048768121;30.327573162164168;321.67590522189585
235;1;5836.463050987939;7.499353235798742;18.472537315005145;622.4245951628777
236;1;3617.755407358289;7.4154414968483335;19.55278182656139;244.5292180875689
237;3;9814.745727541616;8.690590635774562;30.756822670690276;279.49209312716175
238;2;6536.7587506325;7.42478339035771;31.48091534983272;146.0012618296011
239;1;4319.912556034691;7.542459432971773;18.431184067783533;27.252917088011834
240;2;5483.42553882561;8.140024911833383;30.0211800516974;88.29926610238961
241;2;7440.683414312467;7.576010291712686;39.00106506502558;959.3127848329493
242;3;5588.796690483941;8.058523321138983;35.62547373667357;158.08645857576815
243;1;5624.873904283034;7.4591094789883305;16.87031040789148;22.207408520587396
244;1;9315.867999779923;8.82332661753326;23.80496881809371;481.4457880656563
245;3;5466.751392593937;8.455506254553933;27.670656083397404;605.8940184234314
246;3;5409.0550054838195;8.741906551413411;19.841698780769804;104.17798438992929
247;3;4430.357781246514;8.743409351483274;19.552740495227596;333.37813907123257
248;2;3982.520693606819;7.580101315450344;27.79870615817629;754.7654334709802
249;1;9531.893247693279;8.245898072742836;24.04954799827373;482.3504527680641
250;1;8651.403266985159;8.807509993069853;24.581981994216086;249.40696491634867
251;1;8869.393707975054;7.052632171813732;34.80480243348373;130.8916487946464
252;2;5820.208494999268;7.890537938431246;17.688905292093693;158.2149807472906
253;1;5265.516565726862;8.529455940396371;36.53668558274267;885.2894194454803
254;1;8277.972840471946;8.306863181825978;21.627369998598372;783.3252701865274
255;3;3510.2694929591653;7.595333975227112;31.668012534120628;292.95065206514863
256;3;9328.225473099546;8.38029197312772;29.06018248712605;531.6421903280136
257;2;3856.8504800844776;8.843685417520353;16.39969396516646;471.35002375998465
258;1;6237.738699025585;7.9518866890410305;17.73137169303863;479.83693967666585
259;2;9156.634155541757;7.519077624961095;19.979949037410208;407.01739494859544
260;3;8170.951133904864;8.887290240644065;16.55418249861415;621.997088186803
261;1;6395.547811378799;7.27787750745475;35.211949715532775;26.75964577591562
262;3;8216.308514057087;8.717099456624307;21.324324991664692;312.33880887220135
263;1;4916.485588303324;7.433311922749081;38.28820492604779;106.44367935216562
264;3;6614.8129558328465;7.272138758050133;24.90450918418605;290.9471914014219
265;1;3971.5176609884056;8.130107599599397;19.73789940273932;285.34952811658485
266;3;8179.7490755304125;7.864941228153318;34.73352865583118;49.53900933001881
267;2;8442.349469677634;8.59267032592045;31.204252053923728;894.8246437277215
268;1;6663.139093578395;7.197748213709486;26.804306428567507;864.5901777130322
269;1;4377.61226408952;8.569216225729521;28.54154680141993;733.896049222789
270;1;5690.688142939485;7.317924185307656;18.335126694388194;109.17919895080196
271;2;7417.140925114706;8.697159584819909;16.765579586576415;999.7257162263061
272;3;4882.804685292297;8.286470002843368;24.74064457958418;805.8065167542444
273;2;6231.599135526458;8.541811419249672;16.603985126348046;804.8757384626347
274;2;4945.5141425583515;7.234901563409686;21.082415600785595;305.67352612031357
275;2;8581.143167616176;7.810851377239657;24.987695203382962;550.2459136537605
276;3;7360.638910843047;8.47982822846816;21.157032638045035;899.2893200185121
277;3;5445.256020746254;7.679148437223899;36.593274595420525;355.9119489978
278;2;6056.739055957294;8.064933899997621;38.38849103261754;878.9077473340111
279;2;8760.045128510807;8.42577280681063;34.93671133578829;947.3109637722032
280;3;5965.6350821671185;7.744555182355082;26.889044162416006;417.7146507732469
281;1;3507.483344527163;8.868603828865373;31.08237589024286;803.5592088449878
282;2;7601.462496149874;7.28594965882526;17.46406939226116;375.68889171049057
283;3;6936.185377447582;8.007854412079002;17.34591928316596;944.3960704647902
284;3;7711.111835493255;8.997152834034345;21.226888319042388;398.71964880009733
285;3;5370.678534366837;8.972698460685251;20.22919641858023;928.3649779429022
286;1;5373.099503823874;8.656582873627926;35.451655293092;557.0653710718008
287;2;3792.432621653885;8.39641946674759;25.061083758860608;831.0597926234844
288;1;5267.065733699531;7.630578933670471;31.292899714576116;227.45803122236347
289;2;3789.1049491882627;8.324995678096208;35.35926397474056;821.8204799109071
290;2;8000.449842620876;7.066445834704439;37.34092517546047;745.6929041050133
291;1;8440.88385706396;7.250823479847508;25.30526815314029;141.36965066969694
292;3;8955.453266007267;7.633014147052939;20.961210696961857;299.10154505756503
293;3;5207.659523653697;7.993591421632407;38.76338959027849;53.381128073167034
294;3;7419.106216379938;7.527300958864216;27.56840515037544;454.8328064652999
295;1;3572.1534830937408;7.381821062688643;18.4994550609111;376.5865715295913
296;3;4546.839525232614;8.34766040534206;29.832741198589822;853.288266441935
297;3;4975.260791304108;7.069077915036105;18.972078591046944;859.7119665532408
298;3;5156.103151620656;8.707307908128147;19.68906480502405;87.96493525843395
299;1;3577.9472854750143;8.237992631943975;37.28536732746957;639.9337461271176
300;3;5110.36337976086;7.996871174764458;15.566688046964014;373.00523982483895
301;3;4051.0447307032787;7.0776998720748345;35.16414803819135;965.058485934086
302;3;5636.385083034567;7.402479643501856;34.49498241067279;820.2313748592159
303;2;4928.893912758566;7.615684788909704;23.095269633567682;517.0837332902776
304;2;8031.984715408325;8.797366937221971;24.373231739709908;835.6422636603687
305;2;8004.235490082682;7.394386229299244;16.5226396436476;660.6513270161868
306;3;4961.751368302687;8.85782371017637;21.882938946655713;673.4330817697038
307;2;7328.642623777005;8.851550011986564;37.00300069933972;483.45598547682005
308;2;9622.285349165242;7.454142282167252;24.855796345449235;541.8214091092705
309;1;7452.005634651972;8.1016393362;38.14348546386698;962.3081458778671
310;2;6293.329120208774;7.125005594949041;31.83190049368653;783.0342157758884
311;2;4545.511115581063;8.580302644346277;22.291024356524904;22.16539513117201
312;2;3925.7134013428795;7.805708174356989;37.54307813600785;703.2955423414951
313;2;4930.3906746157745;8.84316707189112;27.931227199106818;477.8165610545458
314;3;6317.5257429201665;8.659977290213249;23.04732663798466;783.186087324192
315;3;9194.998371677852;7.169182491119371;21.43243466813897;654.4041747053872
316;3;6527.549321750374;7.871093865267589;23.042469090193336;451.2052091608651
317;2;5890.065179360057;7.2193844387830115;29.17982298321304;39.4419277380473
318;3;4201.818311137291;7.836689015164212;31.957073552941356;771.9032305014089
319;1;8289.84762942178;8.879766233701755;38.71688542569494;987.9898625459366
320;3;5504.644573697207;8.416106323966943;22.979536938423934;753.7448745531544
321;3;6267.914100743298;8.92157315672546;30.7922450770702;604.570768719773
322;2;3801.1585655462404;7.706988895237975;28.707264457994405;863.9820867953146
323;2;9584.465036143374;8.204189254091462;17.98005884942083;883.0518449070098
324;3;7949.0165337948565;7.249708547695897;35.08965574206238;982.5781710484399
325;2;9450.254963114066;7.909303062549053;31.87829949562172;845.3477357360642
326;2;6882.589701883053;8.71941904773383;35.56853936548896;811.0302379233473
327;3;7242.420627213709;8.74662984182013;37.24182509573586;926.8749534783595
328;3;3832.2739149360614;8.280378636437547;28.294407527103942;670.8264400757104
329;3;6937.23235701873;8.444156550928575;23.602830887961247;314.8866843942653
330;1;7136.393430004735;8.497904186247945;39.139737198812675;237.1176873043461
331;1;9114.092827929106;7.3715967143531005;20.592211691135677;284.0247915083889
332;2;4312.470457213599;8.734917842843444;15.789973510472391;414.87654385290324
333;2;6784.466734306792;8.994629624147212;37.026231059525415;593.1790636389629
334;1;4667.086018307936;7.498769170639173;24.07550248944837;721.7720708703129
335;2;7293.295105499916;7.93527007642998;33.182330448559256;776.2590633854846
336;2;8837.789216072882;8.644264471522163;39.65653342699733;139.84345916155138
337;1;9122.48385347712;7.820458139965623;23.00779896337615;107.02120390996312
338;3;8607.795616582333;7.069764009655679;21.891691845547125;28.90504533837072
339;2;8026.986483579493;8.7004356155742;29.79177982968097;342.37977728351177
340;1;8106.706954431367;8.453414502100879;27.421231348405932;987.3292048002459
341;3;5421.090693488325;8.306545022920721;25.54327756916635;305.85186419323736
342;3;8922.2277515722;8.665462281669129;36.72357441928761;152.98181925036417
343;2;7677.570306213301;7.660320342405138;27.295428009693666;908.7963779495025
344;2;4926.673323794445;7.420428322209583;34.82115491032988;966.6691565182949
345;1;8060.735774977477;7.051761494285692;21.904108361450856;268.2014047000429
346;3;9920.57271376947;8.491075031354878;29.024666064427628;326.16743416775887
347;2;5555.403099216679;8.172981667763139;25.527251999134073;251.85106240605248
348;2;3780.962687064141;8.557670603497346;21.484871358736655;520.8193293254764
349;3;9778.56259945126;7.49932155088159;24.513827124871845;50.97831125544535
350;2;8905.5916087289;7.438583872131639;17.892230938494116;39.49181996163824
351;1;3950.7520221769;7.746387676750096;34.533058890482614;314.7685269246644
352;2;3628.6671719987316;7.897884839392573;27.497390056638444;879.7685131084638
353;2;7008.491915219941;8.923532644780186;37.81991892864956;477.61656612520187
354;3;5125.622999821841;8.780889826677754;37.685225524729844;998.9402613265607
355;1;9644.445334484317;7.244367616231959;38.32105466206367;539.171851424923
356;3;4658.659072664994;8.092380436712453;30.965468179417925;721.3698554283227
357;2;5542.332597553093;7.684220898899278;23.72380699681436;208.31898146594335
358;1;5862.1659559541295;7.953062047265488;30.869527999712766;417.8618564341728
359;3;5336.533993320098;7.847488324277688;22.08803177941494;375.1411644119775
360;2;8144.283218351826;7.5123951369855355;21.577875919893398;483.86366061179854
361;3;9607.793054890739;7.058557205476847;37.30136988760293;536.1539259668888
362;3;5500.505753713796;8.65855587768501;27.502013770192036;567.7641760136305
363;1;8403.145591133216;8.9073322906928;30.82474938106305;423.6742308631508
364;1;8325.455844297467;8.275769742751976;27.073432531701858;876.6464291315165
365;1;5498.931769470615;7.350805887067802;25.392936143269434;371.75430840911395
366;2;8963.665746782204;7.074004168372171;15.76492523000658;911.4682440451916
367;1;5859.859798822358;8.751970932263339;38.2879894729049;559.0737027571887
368;1;7909.440922666529;7.432712786382143;22.39012216373508;107.4508804808607
369;1;4673.7793958694665;7.05316433310498;17.33001679237008;965.6282176317332
370;2;5274.219272135326;7.725149111658403;28.683072077896053;276.3264023054275
371;3;8513.535047553574;7.582314827498712;31.94042312606885;927.2623954097701
372;2;3636.6269586360213;8.025487911947016;25.43420377316212;712.201449144338
373;1;9589.16727169343;7.810331753850737;21.24554340094525;768.5099442310418
374;3;5068.920572355989;7.474598935528357;18.73052727175363;436.0277291105524
375;1;6863.739055514642;8.173010086283556;36.144441990947456;361.5118918767439
376;2;6288.251423916584;8.521973417622368;15.076058683784074;830.8483708768521
377;1;6133.420585644364;8.141041266295403;15.933773758674757;12.402474119417187
378;1;6859.121229344855;8.99955589582106;20.1542815571327;82.18700367236724
379;2;7680.903124528841;7.817204667198435;17.089962496655144;805.8962922229583
380;3;9636.23301125706;8.069685775536458;35.81466673647774;482.01475386540784
381;2;6328.391886199312;7.157975287818637;32.42215431372787;928.1313949604678
382;1;6090.951948747539;7.58334725287192;29.701862784379003;679.4996684428148
